Metai,Nr,Žaidėja,EFF,Komanda,Metai,Nr,Žaidėja,PTS,Komanda,Metai,Nr,Žaidėja,FG%,Komanda,Metai,Nr,Žaidėja,FT%,Komanda,Metai,Nr,Žaidėja,REB,Komanda,Metai,Nr,Žaidėja,AST,Komanda,Metai,Nr,Žaidėja,BS,Komanda,Metai,Nr,Žaidėja,ST,Komanda,Metai,Nr,Žaidėja,TO,Komanda,Metai,Nr,Žaidėja,MIN,Komanda
2021,4.,Gerda  Raulušaitytė,"15,50","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,4.,Agnė  Černeckytė,"14,57",Klaipėdos Neptūnas,2021,4.,Agnesė  Garčinskaitė,"52,38%",Kauno Aistės-LSMU,2021,4.,Urtė  Bukauskaitė,"84,62%",Šiaulių Šiauliai-Vilmers,2021,4.,Gerda  Raulušaitytė,"6,55","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,4.,Camille   Droguet,"3,67",Vilniaus Kibirkštis-MRU,2021,4.,Camille   Droguet,"0,93",Vilniaus Kibirkštis-MRU,2021,4.,Ahiyona  Vason,"2,17",Šiaulių Šiauliai-Vilmers,2021,4.,Gabrielė  Sederevičiūtė,"3,60",Vilniaus Kibirkštis-VKM,2021,4.,Laurita  Jurčiūtė,"29,60",Klaipėdos LCC tarptautinis universitetas
2021,5.,Gabrielė  Šulskė,"15,27",Vilniaus Kibirkštis-MRU,2021,5.,Martyna   Petrėnaitė,"14,50",Kauno Aistės-LSMU,2021,5.,Martyna   Petrėnaitė,"50,97%",Kauno Aistės-LSMU,2021,5.,Danguolė  Pupkevičiūtė,"81,82%",Šiaulių Šiauliai-Vilmers,2021,5.,Savannah  Plentovich,"6,20",Klaipėdos Neptūnas,2021,5.,Deimantė  Žukaitė,"3,63",Kauno Aistės-LSMU,2021,5.,Allison  Zalin,"0,80",Klaipėdos Neptūnas,2021,5.,Laurita  Jurčiūtė,"1,90",Klaipėdos LCC tarptautinis universitetas,2021,5.,Austė  Jurevičiūtė,"3,50",Klaipėdos LCC tarptautinis universitetas,2021,5.,Ligita  Tamutytė,"29,52",Klaipėdos Neptūnas
2021,6.,Gintarė  Paulauskaitė,"15,25",Kauno Aistės-LSMU,2021,6.,Ligita  Tamutytė,"12,10",Klaipėdos Neptūnas,2021,6.,Maisa Pereira Dias,"50,00%",Klaipėdos Neptūnas,2021,6.,Laurita  Jurčiūtė,"81,82%",Klaipėdos LCC tarptautinis universitetas,2021,6.,Livija  Sakevičiūtė,"6,06",Vilniaus Kibirkštis-MRU,2021,6.,Laurita  Jurčiūtė,"3,50",Klaipėdos LCC tarptautinis universitetas,2021,6.,Eglė  Kisarauskaitė,"0,50",Kauno Aistės-LSMU,2021,6.,Rusnė  Būgaitė,"1,80",Klaipėdos LCC tarptautinis universitetas,2021,6.,Deimantė  Žukaitė,"3,32",Kauno Aistės-LSMU,2021,6.,Gabrielė  Sederevičiūtė,"29,40",Vilniaus Kibirkštis-VKM
2021,7.,Martyna   Petrėnaitė,"15,00",Kauno Aistės-LSMU,2021,7.,Livija  Sakevičiūtė,"11,94",Vilniaus Kibirkštis-MRU,2021,7.,Gedvilė  Savostaitė,"50,00%",Kauno Aistės-LSMU,2021,7.,Donica  Cosby,"81,25%",Šiaulių Šiauliai-Vilmers,2021,7.,Justina  Oficerovaitė,"5,88",Šiaulių Šiauliai-Vilmers,2021,7.,Justina  Miknaitė,"3,20",Vilniaus Kibirkštis-MRU,2021,7.,Enrika  Matiukaitė,"0,47",Šiaulių Šiauliai-Vilmers,2021,7.,Ligita  Tamutytė,"1,76",Klaipėdos Neptūnas,2021,7.,Rusnė  Būgaitė,"3,20",Klaipėdos LCC tarptautinis universitetas,2021,7.,Gintarė  Paulauskaitė,"28,45",Kauno Aistės-LSMU
2021,8.,Laurita  Jurčiūtė,"15,00",Klaipėdos LCC tarptautinis universitetas,2021,8.,Savannah  Plentovich,"11,75",Klaipėdos Neptūnas,2021,8.,Ahiyona  Vason,"50,00%",Šiaulių Šiauliai-Vilmers,2021,8.,Andra  Gabalytė,"80,56%",Klaipėdos Neptūnas,2021,8.,Justina  Miknaitė,"5,87",Vilniaus Kibirkštis-MRU,2021,8.,Amalija  Pašajevaitė,"3,20",Vilniaus Kibirkštis-VKM,2021,8.,Karolina  Kazočiūnaitė,"0,47",Vilniaus Kibirkštis-MRU,2021,8.,Gedvilė  Savostaitė,"1,65",Kauno Aistės-LSMU,2021,8.,Dalia  Donskichytė,"3,19",Klaipėdos Neptūnas,2021,8.,Karina  Budajeva,"28,33",Klaipėdos LCC tarptautinis universitetas
2021,9.,Ahiyona  Vason,"14,33",Šiaulių Šiauliai-Vilmers,2021,9.,Dalia  Donskichytė,"11,14",Klaipėdos Neptūnas,2021,9.,Camille   Droguet,"49,61%",Vilniaus Kibirkštis-MRU,2021,9.,Dalia  Donskichytė,"80,00%",Klaipėdos Neptūnas,2021,9.,Gintarė  Paulauskaitė,"5,85",Kauno Aistės-LSMU,2021,9.,Ahiyona  Vason,"3,00",Šiaulių Šiauliai-Vilmers,2021,9.,Martyna   Petrėnaitė,"0,45",Kauno Aistės-LSMU,2021,9.,Gabrielė  Šulskė,"1,60",Vilniaus Kibirkštis-MRU,2021,9.,Eva  Pernavaitė,"3,08",Vilniaus Kibirkštis-VKM,2021,9.,Amalija  Pašajevaitė,"27,80",Vilniaus Kibirkštis-VKM
2021,10.,Justina  Miknaitė,"13,80",Vilniaus Kibirkštis-MRU,2021,10.,Amalija  Pašajevaitė,"10,93",Vilniaus Kibirkštis-VKM,2021,10.,Enrika  Matiukaitė,"48,84%",Šiaulių Šiauliai-Vilmers,2021,10.,Saulė  Mikelionytė,"80,00%",Vilniaus Kibirkštis-MRU,2021,10.,Gedvilė  Savostaitė,"5,85",Kauno Aistės-LSMU,2021,10.,Savannah  Plentovich,"2,95",Klaipėdos Neptūnas,2021,10.,Saulė  Mikelionytė,"0,43",Vilniaus Kibirkštis-MRU,2021,10.,Justina  Miknaitė,"1,60",Vilniaus Kibirkštis-MRU,2021,10.,Ugnė  Sirtautaitė,"2,91","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,10.,Austė  Jurevičiūtė,"27,80",Klaipėdos LCC tarptautinis universitetas
2021,11.,Andra  Gabalytė,"13,57",Klaipėdos Neptūnas,2021,11.,Gabrielė  Šulskė,"10,73",Vilniaus Kibirkštis-MRU,2021,11.,Donica  Cosby,"48,75%",Šiaulių Šiauliai-Vilmers,2021,11.,Savannah  Plentovich,"79,55%",Klaipėdos Neptūnas,2021,11.,Gabrielė  Sederevičiūtė,"5,67",Vilniaus Kibirkštis-VKM,2021,11.,Ligita  Tamutytė,"2,86",Klaipėdos Neptūnas,2021,11.,Ugnė  Sirtautaitė,"0,36","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,11.,Kristė  Timofejeva,"1,55",Kauno Aistės-LSMU,2021,11.,Kateryna  Chikaodiri Dike,"2,91",Klaipėdos LCC tarptautinis universitetas,2021,11.,Savannah  Plentovich,"27,40",Klaipėdos Neptūnas
2021,12.,Ligita  Tamutytė,"13,19",Klaipėdos Neptūnas,2021,12.,Justina  Miknaitė,"10,53",Vilniaus Kibirkštis-MRU,2021,12.,Audronė  Zdanevičiūtė,"47,06%",Vilniaus Kibirkštis-MRU,2021,12.,Livija  Sakevičiūtė,"79,55%",Vilniaus Kibirkštis-MRU,2021,12.,Karolina  Kazočiūnaitė,"5,65",Vilniaus Kibirkštis-MRU,2021,12.,Donica  Cosby,"2,83",Šiaulių Šiauliai-Vilmers,2021,12.,Gerda  Raulušaitytė,"0,35","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,12.,Gabrielė  Sederevičiūtė,"1,53",Vilniaus Kibirkštis-VKM,2021,12.,Justina  Oficerovaitė,"2,82",Šiaulių Šiauliai-Vilmers,2021,12.,Dalia  Donskichytė,"27,38",Klaipėdos Neptūnas
2021,13.,Agnė  Černeckytė,"12,86",Klaipėdos Neptūnas,2021,13.,Gerda  Raulušaitytė,"10,25","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,13.,Karolina  Kazočiūnaitė,"46,73%",Vilniaus Kibirkštis-MRU,2021,13.,Justina  Miknaitė,"79,49%",Vilniaus Kibirkštis-MRU,2021,13.,Allison  Zalin,"5,60",Klaipėdos Neptūnas,2021,13.,Urtė  Slavickaitė,"2,75",Kauno Aistės-LSMU,2021,13.,Eglė  Zabotkaitė,"0,33",Vilniaus Kibirkštis-MRU,2021,13.,Dominyka  Paliulytė,"1,43",Klaipėdos Neptūnas,2021,13.,Gabrielė  Šulskė,"2,67",Vilniaus Kibirkštis-MRU,2021,13.,Deimantė  Žukaitė,"27,21",Kauno Aistės-LSMU
2021,14.,Camille   Droguet,"12,60",Vilniaus Kibirkštis-MRU,2021,14.,Maisa Pereira Dias,"10,20",Klaipėdos Neptūnas,2021,14.,Ugnė  Sirtautaitė,"46,33%","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,14.,Gerda  Raulušaitytė,"77,08%","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,14.,Kristė  Timofejeva,"5,45",Kauno Aistės-LSMU,2021,14.,Klaudija  Janionytė,"2,75",Šiaulių Šiauliai-Vilmers,2021,14.,Amalija  Pašajevaitė,"0,33",Vilniaus Kibirkštis-VKM,2021,14.,Gintarė  Paulauskaitė,"1,40",Kauno Aistės-LSMU,2021,14.,Justina  Miknaitė,"2,67",Vilniaus Kibirkštis-MRU,2021,14.,Justina  Oficerovaitė,"27,12",Šiaulių Šiauliai-Vilmers
2021,15.,Dalia  Donskichytė,"11,76",Klaipėdos Neptūnas,2021,15.,Sintija  Aukštikalnytė,"10,20",Vilniaus Kibirkštis-VKM,2021,15.,Gintarė  Paulauskaitė,"46,04%",Kauno Aistės-LSMU,2021,15.,Eglė  Zabotkaitė,"75,00%",Vilniaus Kibirkštis-MRU,2021,15.,Camille   Droguet,"5,40",Vilniaus Kibirkštis-MRU,2021,15.,Livija  Sakevičiūtė,"2,61",Vilniaus Kibirkštis-MRU,2021,15.,Sintija  Aukštikalnytė,"0,33",Vilniaus Kibirkštis-VKM,2021,15.,Sintija  Aukštikalnytė,"1,40",Vilniaus Kibirkštis-VKM,2021,15.,Gustė  Drakšaitė,"2,67",Klaipėdos LCC tarptautinis universitetas,2021,15.,Kateryna  Chikaodiri Dike,"26,09",Klaipėdos LCC tarptautinis universitetas
2021,16.,Karolina  Kazočiūnaitė,"11,00",Vilniaus Kibirkštis-MRU,2021,16.,Urtė  Bukauskaitė,"10,00",Šiaulių Šiauliai-Vilmers,2021,16.,Urtė  Bukauskaitė,"45,71%",Šiaulių Šiauliai-Vilmers,2021,16.,Audronė  Zdanevičiūtė,"75,00%",Vilniaus Kibirkštis-MRU,2021,16.,Maisa Pereira Dias,"5,35",Klaipėdos Neptūnas,2021,16.,Agnė  Černeckytė,"2,57",Klaipėdos Neptūnas,2021,16.,Maisa Pereira Dias,"0,30",Klaipėdos Neptūnas,2021,16.,Martyna   Petrėnaitė,"1,35",Kauno Aistės-LSMU,2021,16.,Viltė  Andrunavičiūtė,"2,60",Šiaulių Šiauliai-Vilmers,2021,16.,Agnė  Černeckytė,"25,38",Klaipėdos Neptūnas
2021,17.,Gedvilė  Savostaitė,"10,85",Kauno Aistės-LSMU,2021,17.,Andra  Gabalytė,"9,93",Klaipėdos Neptūnas,2021,17.,Agnė  Černeckytė,"44,78%",Klaipėdos Neptūnas,2021,17.,Austė  Jurevičiūtė,"75,00%",Klaipėdos LCC tarptautinis universitetas,2021,17.,Ugnė  Sirtautaitė,"5,27","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,17.,Gabrielė  Sederevičiūtė,"2,53",Vilniaus Kibirkštis-VKM,2021,17.,Agnesė  Garčinskaitė,"0,29",Kauno Aistės-LSMU,2021,17.,Urtė  Slavickaitė,"1,35",Kauno Aistės-LSMU,2021,17.,Arbe   Hashani,"2,45",Klaipėdos LCC tarptautinis universitetas,2021,17.,Gerda  Raulušaitytė,"25,30","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM"
2021,18.,Maisa Pereira Dias,"10,45",Klaipėdos Neptūnas,2021,18.,Camille   Droguet,"9,80",Vilniaus Kibirkštis-MRU,2021,18.,Eglė  Zabotkaitė,"43,80%",Vilniaus Kibirkštis-MRU,2021,18.,Deimantė  Žukaitė,"74,36%",Kauno Aistės-LSMU,2021,18.,Urtė  Bukauskaitė,"5,24",Šiaulių Šiauliai-Vilmers,2021,18.,Greta  Stašelienė,"2,50",Kauno Aistės-LSMU,2021,18.,Kamilė  Mickutė,"0,29",Klaipėdos Neptūnas,2021,18.,Danguolė  Pupkevičiūtė,"1,35",Šiaulių Šiauliai-Vilmers,2021,18.,Ahiyona  Vason,"2,42",Šiaulių Šiauliai-Vilmers,2021,18.,Camille   Droguet,"25,07",Vilniaus Kibirkštis-MRU
2021,19.,Urtė  Bukauskaitė,"9,47",Šiaulių Šiauliai-Vilmers,2021,19.,Gintarė  Paulauskaitė,"9,50",Kauno Aistės-LSMU,2021,19.,Justina  Miknaitė,"43,41%",Vilniaus Kibirkštis-MRU,2021,19.,Agnė  Černeckytė,"73,68%",Klaipėdos Neptūnas,2021,19.,Andra  Gabalytė,"5,21",Klaipėdos Neptūnas,2021,19.,Audronė  Zdanevičiūtė,"2,46",Vilniaus Kibirkštis-MRU,2021,19.,Danielė  Paunksnytė,"0,27",Vilniaus Kibirkštis-VKM,2021,19.,Donica  Cosby,"1,33",Šiaulių Šiauliai-Vilmers,2021,19.,Ligita  Tamutytė,"2,38",Klaipėdos Neptūnas,2021,19.,Ahiyona  Vason,"24,92",Šiaulių Šiauliai-Vilmers
2021,20.,Ugnė  Sirtautaitė,"9,14","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,20.,Ugnė  Sirtautaitė,"9,32","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,20.,Savannah  Plentovich,"43,07%",Klaipėdos Neptūnas,2021,20.,Ahiyona  Vason,"72,58%",Šiaulių Šiauliai-Vilmers,2021,20.,Amalija  Pašajevaitė,"5,20",Vilniaus Kibirkštis-VKM,2021,20.,Brigita  Sinickaitė,"2,14",Kauno Aistės-LSMU,2021,20.,Urtė  Slavickaitė,"0,25",Kauno Aistės-LSMU,2021,20.,Brigita  Rimkevičiūtė,"1,27",Šiaulių Šiauliai-Vilmers,2021,20.,Andra  Gabalytė,"2,36",Klaipėdos Neptūnas,2021,20.,Karolina  Kazočiūnaitė,"24,88",Vilniaus Kibirkštis-MRU
2021,21.,Eglė  Zabotkaitė,"8,50",Vilniaus Kibirkštis-MRU,2021,21.,Deimantė  Žukaitė,"9,21",Kauno Aistės-LSMU,2021,21.,Gustė  Drakšaitė,"41,67%",Klaipėdos LCC tarptautinis universitetas,2021,21.,Gintarė  Paulauskaitė,"71,88%",Kauno Aistės-LSMU,2021,21.,Agnesė  Garčinskaitė,"5,14",Kauno Aistės-LSMU,2021,21.,Danguolė  Pupkevičiūtė,"2,12",Šiaulių Šiauliai-Vilmers,2021,21.,Ahiyona  Vason,"0,25",Šiaulių Šiauliai-Vilmers,2021,21.,Klaudija  Janionytė,"1,25",Šiaulių Šiauliai-Vilmers,2021,21.,Livija  Sakevičiūtė,"2,28",Vilniaus Kibirkštis-MRU,2021,21.,Justina  Miknaitė,"24,80",Vilniaus Kibirkštis-MRU
2021,22.,Gustė  Drakšaitė,"8,44",Klaipėdos LCC tarptautinis universitetas,2021,22.,Urtė  Slavickaitė,"9,15",Kauno Aistės-LSMU,2021,22.,Danguolė  Pupkevičiūtė,"41,35%",Šiaulių Šiauliai-Vilmers,2021,22.,Gedvilė  Savostaitė,"70,97%",Kauno Aistės-LSMU,2021,22.,Evelina  Razgutė,"4,87",Šiaulių Šiauliai-Vilmers,2021,22.,Neda  Pliatkutė,"2,05",Kauno Aistės-LSMU,2021,22.,Andra  Gabalytė,"0,21",Klaipėdos Neptūnas,2021,22.,Andra  Gabalytė,"1,21",Klaipėdos Neptūnas,2021,22.,Camille   Droguet,"2,20",Vilniaus Kibirkštis-MRU,2021,22.,Donica  Cosby,"24,67",Šiaulių Šiauliai-Vilmers
2021,23.,Kristė  Timofejeva,"8,27",Kauno Aistės-LSMU,2021,23.,Eglė  Zabotkaitė,"9,11",Vilniaus Kibirkštis-MRU,2021,23.,Neda  Pliatkutė,"40,79%",Kauno Aistės-LSMU,2021,23.,Viltė  Andrunavičiūtė,"70,97%",Šiaulių Šiauliai-Vilmers,2021,23.,Gabrielė  Šulskė,"4,53",Vilniaus Kibirkštis-MRU,2021,23.,Dominyka  Paliulytė,"1,81",Klaipėdos Neptūnas,2021,23.,Ugnė  Grigaliūnaitė,"0,21",Vilniaus Kibirkštis-VKM,2021,23.,Allison  Zalin,"1,15",Klaipėdos Neptūnas,2021,23.,Sintija  Aukštikalnytė,"2,07",Vilniaus Kibirkštis-VKM,2021,23.,Sintija  Aukštikalnytė,"24,47",Vilniaus Kibirkštis-VKM
2021,24.,Amalija  Pašajevaitė,"8,20",Vilniaus Kibirkštis-VKM,2021,24.,Katrīna  Trankale,"9,00",Šiaulių Šiauliai-Vilmers,2021,24.,Kristė  Timofejeva,"40,00%",Kauno Aistės-LSMU,2021,24.,Kristė  Timofejeva,"70,59%",Kauno Aistės-LSMU,2021,24.,Donica  Cosby,"4,50",Šiaulių Šiauliai-Vilmers,2021,24.,Gedvilė  Savostaitė,"1,80",Kauno Aistės-LSMU,2021,24.,Justina  Oficerovaitė,"0,18",Šiaulių Šiauliai-Vilmers,2021,24.,Audronė  Zdanevičiūtė,"1,15",Vilniaus Kibirkštis-MRU,2021,24.,Dominyka  Paliulytė,"2,05",Klaipėdos Neptūnas,2021,24.,Urtė  Bukauskaitė,"24,12",Šiaulių Šiauliai-Vilmers
2021,25.,Deimantė  Žukaitė,"8,11",Kauno Aistės-LSMU,2021,25.,Gustė  Drakšaitė,"8,89",Klaipėdos LCC tarptautinis universitetas,2021,25.,Ligita  Tamutytė,"39,83%",Klaipėdos Neptūnas,2021,25.,Maisa Pereira Dias,"70,00%",Klaipėdos Neptūnas,2021,25.,Vanja  Petrovic,"4,27",Klaipėdos LCC tarptautinis universitetas,2021,25.,Katrīna  Trankale,"1,78",Šiaulių Šiauliai-Vilmers,2021,25.,Vanja  Petrovic,"0,18",Klaipėdos LCC tarptautinis universitetas,2021,25.,Agnesė  Garčinskaitė,"1,14",Kauno Aistės-LSMU,2021,25.,Agnė  Černeckytė,"2,00",Klaipėdos Neptūnas,2021,25.,Livija  Sakevičiūtė,"24,00",Vilniaus Kibirkštis-MRU
2021,26.,Kateryna  Chikaodiri Dike,"7,91",Klaipėdos LCC tarptautinis universitetas,2021,26.,Danguolė  Pupkevičiūtė,"8,59",Šiaulių Šiauliai-Vilmers,2021,26.,Gabrielė  Sederevičiūtė,"39,32%",Vilniaus Kibirkštis-VKM,2021,26.,Amalija  Pašajevaitė,"69,39%",Vilniaus Kibirkštis-VKM,2021,26.,Sintija  Aukštikalnytė,"3,87",Vilniaus Kibirkštis-VKM,2021,26.,Ugnė  Sirtautaitė,"1,77","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,26.,Kateryna  Chikaodiri Dike,"0,18",Klaipėdos LCC tarptautinis universitetas,2021,26.,Camille   Droguet,"1,13",Vilniaus Kibirkštis-MRU,2021,26.,Danguolė  Pupkevičiūtė,"2,00",Šiaulių Šiauliai-Vilmers,2021,26.,Gabrielė  Šulskė,"23,73",Vilniaus Kibirkštis-MRU
2021,27.,Agnesė  Garčinskaitė,"7,86",Kauno Aistės-LSMU,2021,27.,Viltė  Andrunavičiūtė,"8,30",Šiaulių Šiauliai-Vilmers,2021,27.,Deimantė  Žukaitė,"39,24%",Kauno Aistės-LSMU,2021,27.,Dominyka  Paliulytė,"69,23%",Klaipėdos Neptūnas,2021,27.,Martyna   Petrėnaitė,"3,80",Kauno Aistės-LSMU,2021,27.,Karina  Budajeva,"1,67",Klaipėdos LCC tarptautinis universitetas,2021,27.,Donica  Cosby,"0,17",Šiaulių Šiauliai-Vilmers,2021,27.,Brigita  Sinickaitė,"1,07",Kauno Aistės-LSMU,2021,27.,Danielė  Paunksnytė,"2,00",Vilniaus Kibirkštis-VKM,2021,27.,Maisa Pereira Dias,"23,45",Klaipėdos Neptūnas
2021,28.,Gabrielė  Sederevičiūtė,"7,73",Vilniaus Kibirkštis-VKM,2021,28.,Karolina  Kazočiūnaitė,"7,82",Vilniaus Kibirkštis-MRU,2021,28.,Amalija  Pašajevaitė,"38,89%",Vilniaus Kibirkštis-VKM,2021,28.,Karolina  Kazočiūnaitė,"68,18%",Vilniaus Kibirkštis-MRU,2021,28.,Laurita  Jurčiūtė,"3,80",Klaipėdos LCC tarptautinis universitetas,2021,28.,Gintarė  Paulauskaitė,"1,65",Kauno Aistės-LSMU,2021,28.,Savannah  Plentovich,"0,15",Klaipėdos Neptūnas,2021,28.,Agnė  Černeckytė,"1,05",Klaipėdos Neptūnas,2021,28.,Audronė  Zdanevičiūtė,"1,92",Vilniaus Kibirkštis-MRU,2021,28.,Klaudija  Janionytė,"23,31",Šiaulių Šiauliai-Vilmers
2021,29.,Urtė  Slavickaitė,"7,60",Kauno Aistės-LSMU,2021,29.,Brigita  Sinickaitė,"7,50",Kauno Aistės-LSMU,2021,29.,Ugnė  Grigaliūnaitė,"38,46%",Vilniaus Kibirkštis-VKM,2021,29.,Ligita  Tamutytė,"68,00%",Klaipėdos Neptūnas,2021,29.,Karina  Budajeva,"3,67",Klaipėdos LCC tarptautinis universitetas,2021,29.,Arbe   Hashani,"1,64",Klaipėdos LCC tarptautinis universitetas,2021,29.,Gedvilė  Savostaitė,"0,15",Kauno Aistės-LSMU,2021,29.,Kateryna  Chikaodiri Dike,"1,00",Klaipėdos LCC tarptautinis universitetas,2021,29.,Greta  Stašelienė,"1,90",Kauno Aistės-LSMU,2021,29.,Greta  Stašelienė,"23,25",Kauno Aistės-LSMU
2021,30.,Danguolė  Pupkevičiūtė,"7,53",Šiaulių Šiauliai-Vilmers,2021,30.,Justina  Oficerovaitė,"7,35",Šiaulių Šiauliai-Vilmers,2021,30.,Laurita  Jurčiūtė,"38,25%",Klaipėdos LCC tarptautinis universitetas,2021,30.,Sintija  Aukštikalnytė,"67,86%",Vilniaus Kibirkštis-VKM,2021,30.,Brigita  Sinickaitė,"3,64",Kauno Aistės-LSMU,2021,30.,Austė  Jurevičiūtė,"1,60",Klaipėdos LCC tarptautinis universitetas,2021,30.,Audronė  Zdanevičiūtė,"0,15",Vilniaus Kibirkštis-MRU,2021,30.,Maisa Pereira Dias,"0,95",Klaipėdos Neptūnas,2021,30.,Urtė  Slavickaitė,"1,90",Kauno Aistės-LSMU,2021,30.,Katrīna  Trankale,"23,00",Šiaulių Šiauliai-Vilmers
2021,31.,Klaudija  Janionytė,"6,88",Šiaulių Šiauliai-Vilmers,2021,31.,Greta  Stašelienė,"7,15",Kauno Aistės-LSMU,2021,31.,Kateryna  Chikaodiri Dike,"38,00%",Klaipėdos LCC tarptautinis universitetas,2021,31.,Brigita  Rimkevičiūtė,"66,67%",Šiaulių Šiauliai-Vilmers,2021,31.,Enrika  Matiukaitė,"3,59",Šiaulių Šiauliai-Vilmers,2021,31.,Eglė  Zabotkaitė,"1,56",Vilniaus Kibirkštis-MRU,2021,31.,Ema  Januškevičiūtė,"0,14",Kauno Aistės-LSMU,2021,31.,Deimantė  Žukaitė,"0,95",Kauno Aistės-LSMU,2021,31.,Gedvilė  Savostaitė,"1,90",Kauno Aistės-LSMU,2021,31.,Gedvilė  Savostaitė,"22,50",Kauno Aistės-LSMU
2021,32.,Audronė  Zdanevičiūtė,"6,85",Vilniaus Kibirkštis-MRU,2021,32.,Gedvilė  Savostaitė,"7,10",Kauno Aistės-LSMU,2021,32.,Dalia  Donskichytė,"37,99%",Klaipėdos Neptūnas,2021,32.,Karina  Budajeva,"66,67%",Klaipėdos LCC tarptautinis universitetas,2021,32.,Danielė  Paunksnytė,"3,45",Vilniaus Kibirkštis-VKM,2021,32.,Justina  Oficerovaitė,"1,53",Šiaulių Šiauliai-Vilmers,2021,32.,Žaneta  Gustytė,"0,14",Klaipėdos LCC tarptautinis universitetas,2021,32.,Justina  Oficerovaitė,"0,94",Šiaulių Šiauliai-Vilmers,2021,32.,Klaudija  Janionytė,"1,88",Šiaulių Šiauliai-Vilmers,2021,32.,Urtė  Slavickaitė,"22,15",Kauno Aistės-LSMU
2021,33.,Allison  Zalin,"6,75",Klaipėdos Neptūnas,2021,33.,Gabrielė  Sederevičiūtė,"6,87",Vilniaus Kibirkštis-VKM,2021,33.,Evelina  Razgutė,"37,88%",Šiaulių Šiauliai-Vilmers,2021,33.,Kateryna  Chikaodiri Dike,"65,91%",Klaipėdos LCC tarptautinis universitetas,2021,33.,Katrīna  Trankale,"3,44",Šiaulių Šiauliai-Vilmers,2021,33.,Karolina  Kazočiūnaitė,"1,47",Vilniaus Kibirkštis-MRU,2021,33.,Gustė  Drakšaitė,"0,11",Klaipėdos LCC tarptautinis universitetas,2021,33.,Urtė  Bukauskaitė,"0,88",Šiaulių Šiauliai-Vilmers,2021,33.,Neda  Pliatkutė,"1,84",Kauno Aistės-LSMU,2021,33.,Martyna   Petrėnaitė,"21,80",Kauno Aistės-LSMU
2021,34.,Evelina  Razgutė,"6,00",Šiaulių Šiauliai-Vilmers,2021,34.,Audronė  Zdanevičiūtė,"6,85",Vilniaus Kibirkštis-MRU,2021,34.,Karina  Budajeva,"37,50%",Klaipėdos LCC tarptautinis universitetas,2021,34.,Katrīna  Trankale,"64,29%",Šiaulių Šiauliai-Vilmers,2021,34.,Urtė  Ratavičiūtė,"3,40",Vilniaus Kibirkštis-VKM,2021,34.,Šeila  Gudinskaitė,"1,46",Vilniaus Kibirkštis-MRU,2021,34.,Erika Ieva Kraujelis,"0,11",Klaipėdos LCC tarptautinis universitetas,2021,34.,Saulė  Mikelionytė,"0,86",Vilniaus Kibirkštis-MRU,2021,34.,Maisa Pereira Dias,"1,80",Klaipėdos Neptūnas,2021,34.,Ugnė  Sirtautaitė,"21,41","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM"
2021,35.,Sintija  Aukštikalnytė,"5,47",Vilniaus Kibirkštis-VKM,2021,35.,Austė  Jurevičiūtė,"6,70",Klaipėdos LCC tarptautinis universitetas,2021,35.,Greta  Stašelienė,"36,91%",Kauno Aistės-LSMU,2021,35.,Evelina  Razgutė,"64,10%",Šiaulių Šiauliai-Vilmers,2021,35.,Austė  Jurevičiūtė,"3,40",Klaipėdos LCC tarptautinis universitetas,2021,35.,Gerda  Raulušaitytė,"1,45","Vilniaus Kibirkštis-MRU

Vilniaus Kibirkštis-VKM",2021,35.,Katrīna  Trankale,"0,11",Šiaulių Šiauliai-Vilmers,2021,35.,Greta  Stašelienė,"0,85",Kauno Aistės-LSMU,2021,35.,Kristė  Timofejeva,"1,73",Kauno Aistės-LSMU,2021,35.,Viltė  Andrunavičiūtė,"21,40",Šiaulių Šiauliai-Vilmers
